Name,Level,Rating,Duration,Distance,Height
Aussichtspunkt – Gubałówka Gipfel loop from Spyrkówka,Easy,5.0,1.08,2.57,100
Morskie Oko – Przedni Staw loop from Roztoka,Expert,0.0,6.07,7.62,2750
Schronisko na Hali Boraczej loop from Żabnica,Intermediate,4.3,1.97,3.88,850
Rynek Wrocław – Ratusz loop from Przedmieście Świdnickie,Easy,5.0,1.02,2.44,75
Klimczok very important – Klimczok pod Magurą loop from zczyrk,Expert,5.0,5.03,9.67,2175
Wildbach – Przełęcz między Kopami loop from Jaszczurówka,Expert,4.9,7.25,12.1,2750
Neißewehr bei Zelz – Wolfsschlucht loop from Żarki Wielkie,Easy,4.6,1.98,4.66,225
Kaskady Rodła – Barania Góra loop from Osiedle Noclegi,Expert,4.6,6.07,12.0,2500
Mannsteine (Czeskie Kamienie) – Grenzblick loop from Bedřichov,Intermediate,5.0,4.1,8.31,1475
Stacja Turystyczna Orle – Chatka Górzystów loop from Polana Jakuszycka,Expert,5.0,6.63,14.9,1175
Gorc 1228 m loop from Ochotnica Górna,Intermediate,5.0,3.3,6.01,1675
Aussichtspunkt – Fischerhafen/Fischessen loop from Sianożęty,Intermediate,5.0,2.17,5.25,100
Sukiennice – Wieża Ratuszowa loop from Kraków Główny,Intermediate,4.8,3.55,8.49,275
Bialy Krzyz – Stary Groń loop from Jastrzębie,Intermediate,4.8,4.75,9.39,1875
Wodospad Szklarka – Szklarka loop from Siedmiogród,Easy,4.5,1.22,2.56,400
Aussicht vom Smrk – Rastplatz Tafelfichte loop from Czerniawa-Zdrój,Expert,5.0,5.8,11.1,2475
Świątynia Wang – Kirche/Stabkirche Wang loop from Karpacz,Intermediate,4.7,3.03,6.14,1175
Krzyż na szlaku – Potrójna summit maedow loop from Kocierz Rychwałdzki,Intermediate,5.0,2.38,4.4,1175
Lackowa loop from Frička,Intermediate,4.7,2.55,4.59,1225
Schronisko PTTK na Maciejowej loop from Nowy Świat,Intermediate,5.0,2.6,5.27,1000
Start Bledne Skaly Felsentour – Błędne Skały loop from Jakubowice,Intermediate,5.0,2.58,5.34,900
Schronisko PTTK na Błatniej – Szczyt Błatnia loop from Brenna,Expert,5.0,5.7,11.0,2400
Marian - rodzina ;-) – Kurpark Kolberg loop from Luboszyce,Easy,4.3,1.3,3.19,25
Czantoria Tower – Można dobrze zjeść loop from Ustroń Polana,Intermediate,5.0,3.65,6.21,2000
Polica loop from Wielka Polana,Intermediate,4.8,4.38,8.1,2100
Most na Narewce – Żebra  Żubra loop from Pogorzelce,Intermediate,5.0,2.75,6.64,175
Wieża na Kalenicy – Leśny Dworek loop from Nagóra,Intermediate,4.3,4.6,8.9,2125
Zamek Chojnik – Burg Chojnik loop from Jagniątków,Intermediate,4.8,2.63,5.41,975
Gubalowka – Blick auf Zakopane loop from Pardałówka,Intermediate,5.0,3.35,6.53,1325
Bolzenschloss (Zamek Bolczów) – Sokolik loop from Janowice Wielkie,Expert,5.0,5.47,11.2,1950
Polana Wyrobek – View from Trzy Korony loop from Czorsztyn,Expert,4.8,5.2,10.9,1550
Schronisko PTTK Skrzyczne – Malinowska Skała loop from Szczyrk,Expert,4.7,6.55,12.2,3000
Kurhaus – Leuchtturm von Sopot loop from Gdynia Orłowo SKM,Expert,4.7,5.58,13.6,225
PTTK Markowe Szczawiny Shelter – Babia Góra / Babia hora loop from Rabčice,Expert,5.0,7.85,12.9,4050
Napis Zakopane – Skisprungschanze Zakopane loop from Zakopane,Intermediate,5.0,2.5,5.73,425
Elbe source – Grenzblick loop from Ruczaj,Expert,5.0,7.33,14.1,3250
Czeskie Kamienie – Mannsteine (Czeskie Kamienie) loop from Jagniątków,Expert,5.0,5.6,10.0,2975
Krzyż drewniany – Kopiec Piłsudskiego loop from Bielany,Easy,5.0,1.92,4.26,450
A hiking path with a view – Smerek loop from Kalnica,Expert,4.7,7.63,14.7,3275
Mariä Heimsuchung Kirche – Schöne Brücke loop from Karpacz,Intermediate,4.5,3.57,7.16,1375
Schronisko na Rysiance – Hala Rysianka loop from Sopotnia Wielka,Intermediate,5.0,3.38,6.21,1675
Ogród Zoologiczny / Zoo – Kopiec Piłsudskiego loop from Chełm,Intermediate,0.0,2.5,5.7,450
Rezerwat Zamczysko nad Rabą – Śliwnik (619 m npm) loop from Zarabie,Intermediate,5.0,4.15,8.2,1600
Stary Groń – Bialy Krzyz loop from Brenna,Expert,5.0,7.72,14.8,3275
Parking przy Leśniczówce – Kowadło loop from Bielice,Easy,5.0,1.4,2.58,725
Strzeszyn loop from Strzeszynek,Easy,5.0,1.18,2.89,50
Szklarka – Wodospad Szklarka loop from Siedmiogród,Intermediate,5.0,2.45,5.23,750
Marienquelle – Bardo Landscape loop from Bardo Śląskie,Easy,5.0,1.88,3.83,700
Schronisko PTTK na Maciejowej – Turbacz 1310m above see level loop from Wójciakówka,Expert,4.6,7.3,14.9,2575
Wielka Sowa/Hohe Eule (1015 m) – Wielka Sowa / Hohe Eule 🦉 loop from Sokolec,Expert,4.8,2.68,5.15,1050
Ekspozycja Przyrodnicza – Skała Jonaszówka loop from Ojców,Easy,5.0,1.72,3.71,450
Lighthouse Niechorze – Entspannt am Strand loop from Niechorze,Intermediate,4.4,3.37,8.17,175
Ołtarz polowy – Schronisko pod Turbaczem loop from Poręba Wielka,Expert,5.0,5.55,10.5,2500
Schronisko pod Turbaczem – Kiczora loop from Łopuszna,Expert,5.0,5.62,11.0,2325
Steilküste von Mistroy – Strand loop from Międzyzdroje,Intermediate,4.9,3.88,9.45,175
Ogród Zoologiczny / Zoo – Kopiec Piłsudskiego loop from Chełm,Intermediate,5.0,2.08,4.62,500
Radunia (szczyt) loop from Tąpadła,Easy,4.6,1.87,3.87,675
Leuchtturm Kolberg – Kołobrzeg (Kolberg) loop from Osiedle Pogodne,Easy,5.0,1.7,4.17,50
Molo w Brzeźnie loop from Królewski Dwór,Easy,5.0,1.7,4.18,25
Souvenirs – Zapora wodna w Solinie loop from olina,Easy,5.0,1.3,2.84,350
Przysłop Kominiarski – Kirowa Woda Bridge loop from Strążyska,Intermediate,4.4,2.98,6.5,775
Entspannt am Strand – Kirchenruine Trzęsacz (Hoff) loop from Rewal,Easy,5.0,1.42,3.45,75
Wodospad Kamieńczyka – Bergstation auf 1450m loop from Szklarska Poręba Średnia,Expert,4.7,5.97,11.5,2675
Grenze – EU Außengrenze loop from Nowa Karczma,Intermediate,4.8,2.0,4.9,75
Mogielica (1170m npm) – Mogielica Aussichtsturm loop from Jurków,Intermediate,5.0,3.88,6.97,2025
Mała Rawka – Wielka Rawka loop from Moczarne,Expert,5.0,6.12,12.2,2425
Wodospad Podgórnej – Waterfontain loop from Przesieka,Easy,5.0,1.27,2.66,425
Widok na Smerek – Smerek loop from Kalnica,Intermediate,4.3,3.35,5.76,1925
Skalny Most – Bolzenschloss (Zamek Bolczów) loop from Janowice Wielkie,Intermediate,4.9,2.58,5.34,925
Natur pur – 🚲 loop from Łęknice,Easy,4.9,1.6,3.93,50
Świątynia Wang – Wilder Wasserfall loop from Karpacz,Intermediate,4.8,4.17,8.53,1550
Gęsia Szyja – Rusinowa Polana loop from Brzeziny,Expert,5.0,5.72,10.1,1850
Leuchtturm von Sopot – Kurhaus loop from Kamienny Potok,Easy,5.0,1.7,4.07,125
Stawa Młyny (Lighthouse) – Promenade von Swinemünde loop from Dzielnica Nadmorska,Easy,5.0,1.52,3.74,25
Andrzejówka – Waligóra Peak loop from Rybnica Leśna,Expert,5.0,3.0,5.58,1350
"Wasserstein ""Wydrzy głaz"" – Natur an Strandweg loop from Wisełka",Intermediate,4.5,4.1,9.77,375
Ogród Saski / Saxon Garden – Warsaw Old Town loop from Warszawa Centralna,Intermediate,0.0,3.02,7.2,250
Źródełko miłości (Love Well) – Wodospad Jeleń loop from Rybnica,Intermediate,5.0,2.27,5.4,200
Fischer in Chlopy Ostseestrand – Mielno Beach loop from Sarbinowo,Intermediate,4.9,4.4,10.8,75
Fffff – Kozia Gòrka loop from Mikuszowice Śląskie,Intermediate,4.8,2.05,3.94,925
Eingang zur Babina-Grube – View over the lake Afryka loop from Nowe Czaple,Intermediate,4.9,1.58,3.82,75
Ogród Zoologiczny / Zoo – Kopiec Piłsudskiego loop from Chełm,Intermediate,5.0,2.75,6.18,575
Schronisko PTTK na Błatniej – Szczyt Błatnia loop from Za Wodą,Expert,5.0,7.4,14.4,3100
Schronisko pod Bereśnikiem – Kolejka na Palenicę loop from Szczawnica Nyżna,Intermediate,4.8,3.3,6.65,1275
Ranczo Błatnia – Schronisko PTTK na Błatniej loop from Biery,Intermediate,5.0,3.32,6.33,1475
Zugang zum Strand – Hafen loop from stka,Easy,4.7,1.38,3.38,50
Mariä Heimsuchung Kirche – Schöne Brücke loop from Karpacz,Easy,4.6,1.88,3.98,625
Rusinowa Polana – Gęsia Szyja loop from Toporowa Cyrla,Expert,4.3,7.22,12.3,2325
Králický Sněžník – Schronisko Na Śniezniku PTTK loop from Międzygórze,Expert,5.0,7.15,13.7,3275
Dolina Olczyska – Wildbach loop from Bystre,Intermediate,4.8,2.05,4.48,550
Beskid / Beskyd – Zielony Staw Mountain Lake loop from Myślenickie Turnie,Expert,5.0,3.15,3.91,1550
Molo w Brzeźnie – Dom Zdrojowy loop from Królewski Dwór,Easy,5.0,1.98,4.89,50
Baude Pasterka – Koruna loop from Pasterka,Expert,5.0,5.83,12.7,1550
Blick auf die Schneekoppe – Śnieżka - Schneekoppe loop from Wilcza Poręba,Expert,4.7,5.93,10.4,2625
Dünen – Ostsee loop from Dźwirzyno,Intermediate,4.7,2.93,7.23,50
Pilsko szczyt – Hala Miziowa loop from Korbielów,Intermediate,4.6,4.83,7.87,2950
Blick auf Melzergrund – Blick ins Tal loop from Karpacz Górny,Intermediate,4.0,3.23,6.58,1250
Strand Swinemünde – Stawa Młyny loop from Świnoujście,Easy,4.9,1.3,3.22,25
Przysłop Kominiarski – Kirowa Woda Bridge loop from Strążyska,Intermediate,4.3,2.45,5.29,700
Schronisko PTTK Skrzyczne – Skrzyczne loop from Pod Brzeziny,Expert,4.8,5.37,10.0,2525
Smerek – A hiking path with a view loop from Wetlina,Expert,4.8,6.63,13.2,2600
Wielka Sowa/Hohe Eule (1015 m) – Wielka Sowa / Hohe Eule 🦉 loop from Rzeczka,Expert,4.8,3.25,6.48,1350
Szklarka – Wodospad Szklarka loop from Szklarska Poręba Górna,Intermediate,4.7,2.53,5.52,675
Hala Miziowa loop from Korbielów,Intermediate,5.0,2.73,4.66,1575
Polica – Wasserfall Wodospady Mosorne loop from Zawoja,Expert,5.0,7.03,13.4,3150
Start Bledne Skaly Felsentour – Błędne Skały loop from Darnków,Expert,5.0,5.27,11.2,1500
Stacja Turystyczna Orle – Rastplatz loop from Polana Jakuszycka,Intermediate,5.0,4.0,9.12,725
Gryglówka – Orlica loop from Graniczna,Intermediate,5.0,2.25,4.82,675
Kozia Gòrka – Fffff loop from Olszówka Dolna,Intermediate,5.0,3.73,6.96,1825
Czantoria Tower – Nad Wisłą loop from Czantoria Baranowa,Intermediate,5.0,3.88,7.45,1750
Czantoria Tower – Nad Wisłą loop from Ustroń Polana,Intermediate,4.3,4.17,7.35,2150
Mragowo – Super Aussicht loop from Młynowo,Intermediate,4.9,3.62,8.67,300
Burg Chojnik – Stairway route loop from Zachełmie,Easy,4.7,1.77,3.4,775
Blick auf Maly Staw – Mal Staw See in Polen loop from Karpacz Górny,Intermediate,4.8,4.07,7.34,2075
Soszów - Lepiarzówka – Soszów Wielki / Velký Sošov loop from Kiczera,Intermediate,5.0,2.72,5.03,1325
Fischerboote in Mielno – Seebrücke loop from Mielno,Intermediate,4.5,3.45,8.5,75
Spindlerbaude – Aussicht loop from Bedřichov,Intermediate,0.0,4.32,8.55,1700
Lackowa – Ciekawa droga do Bieliczna loop from Frička,Intermediate,4.8,3.33,6.52,1300
Most nad Jeziorem Długim – Jezioro Długie loop from Grunwaldzkie,Easy,5.0,1.07,2.59,50
Kirche – Leuchtturm Gaski loop from Sarbinowo,Intermediate,4.7,3.32,8.08,125
Sukiennice – Wawel loop from Kraków Grzegórzki,Easy,4.5,1.37,3.28,100
Herz Jesu Kirche – Kleiner Staudamm in Karpacz loop from Płóczki,Easy,4.7,1.4,3.05,375
Sokolik – Bolzenschloss (Zamek Bolczów) loop from Janowice Wielkie,Expert,4.9,6.23,12.7,2350
Kolejka na Palenicę – Przełom Dunajca loop from Szczawnica Nyżna,Intermediate,5.0,3.0,7.02,375
Most - Kładka dla pieszych – Rynek w Mikołajkach loop from Mikołajki,Intermediate,4.6,4.6,11.2,200
Swinemünder Ostseestrand – Promenade von Swinemünde loop from Dzielnica Nadmorska,Easy,4.9,1.58,3.91,25
Fischer in Chlopy Ostseestrand – Mielno Beach loop from Mielno,Intermediate,4.9,3.05,7.53,50
Strand Swinemünde – Swinemünder Ostseestrand loop from Grębice,Easy,4.9,1.97,4.82,50
Stromschnellen zum Staudamm – Kleiner Staudamm in Karpacz loop from Karpacz Górny,Easy,4.7,2.0,4.13,725
Skalne wrota – Tor loop from Lądek,Intermediate,5.0,3.55,7.38,1250
Hiking loop from opot,Easy,5.0,1.32,3.22,25
Blick zum Steinbruch – Kopalnia Kwarcu loop from Polana Jakuszycka,Intermediate,5.0,3.58,8.1,675
Kapliczka Świętego Bernarda – Zródło Marianna loop from Janowa Góra,Easy,5.0,0.9,1.89,300
Schronisko na Przegibku – Bacówka na Rycerzowej loop from Rycerka Górna,Intermediate,5.0,4.3,8.11,2025
Brama Krakowska / Krakauer Tor – Rękawica / Die Felsen-Hand loop from mardzowice,Intermediate,4.7,2.93,6.33,775
Viewpoint Ostra Mala – Szczyt Skalnik loop from Wojków,Intermediate,5.0,2.65,5.3,1100
Przełęcz Wyżniańska – Mała Rawka loop from Brzegi Górne,Intermediate,5.0,2.3,3.8,1300
Schronisko Morskie Oko – 5 Seen Blick loop from Roztoka,Expert,5.0,2.98,3.51,1400
Schronisko PTTK na Błatniej – Szczyt Błatnia loop from Biery,Intermediate,4.7,3.68,7.11,1625
Szklarka – Wodospad Szklarka loop from Siedmiogród,Easy,4.3,0.95,1.93,350
Rezerwat przyrody – Orlica loop from Graniczna,Easy,5.0,1.32,2.58,600
Rozstaje na Caryńskiej – Połonina Caryńska loop from Brzegi Górne,Intermediate,4.3,2.93,4.85,1700
Wilder Wasserfall – Kleiner Staudamm in Karpacz loop from Płóczki,Intermediate,4.9,2.88,6.33,750
Kolej Linowa Szyndzielnia – Klimczok pod Magurą loop from Bielsko-Biała Lipnik,Expert,5.0,7.75,16.3,2550
Magurka – Przełęcz Przegibek loop from Międzybrodzie Bialskie,Expert,4.7,5.53,10.3,2550
Polední kameny / Slonecznik – Mal Staw See in Polen loop from Karpacz Górny,Expert,4.8,6.72,13.5,2625
Sitz des Judenrats – Julia Hartwig loop from Lublin,Easy,4.3,1.18,2.78,150
Góra Żar – Speichersee Jezioro Zar loop from Międzybrodzie Żywieckie,Intermediate,5.0,2.65,5.49,950
Kolberger Moor... Natur pur – Kolberger Moor loop from Luboszyce,Easy,3.4,1.85,4.54,50
Przełęcz Komarnicka – Skopiec loop from Komarno,Easy,5.0,0.6,1.26,225
Viewpoint Ostra Mala – Szczyt Skalnik loop from Czarnów,Intermediate,5.0,2.5,5.02,975
Wolinski Nationalpark – Nationalpark Misdroy loop from Międzyzdroje,Easy,4.7,1.65,3.84,225
Wodospad Kamieńczyka – Blick in die Schlucht loop from Marysin,Easy,4.6,1.23,2.61,400
Bialy Krzyz – Barania Góra loop from Biały Krzyż,Expert,5.0,5.58,11.1,2325
Skisprungschanze Zakopane – Wodospad Spadowiec loop from Strążyska,Intermediate,5.0,2.83,6.36,625
Promenade von Swinemünde – Anfang der alten Promenade loop from Osiedle Wyspiańskiego,Easy,4.8,0.95,2.31,25
Przełęcz między Kopami – Nice view loop from Kuźnice,Intermediate,4.8,3.33,4.65,1575
Blick in die Schlucht – Wodospad Kamieńczyka loop from Osiedle Kołłątaja,Intermediate,5.0,2.95,6.29,925
Magurka – Przełęcz Przegibek loop from Do Chrobaków,Expert,5.0,5.53,10.3,2625
Przełęcz Tąpadła – Ślęża Szczyt 718 m n.p.m loop from Tąpadła,Intermediate,5.0,2.28,4.31,1050
Zoo – Opolskie Towarzystwo Kajakowe loop from Wyspa Pasieka,Easy,5.0,1.42,3.42,75
Kirche – Promenade loop from Gąski,Intermediate,4.3,3.32,8.15,100
Gorc 1228 m – Łagodny pagòrek loop from Zasadne,Intermediate,4.6,3.5,6.23,1900
Źródełko Świętego Franciszka – Kapliczka Św Franciszka loop from Huta Szklana,Expert,5.0,7.77,16.6,2275
Bolzenschloss (Zamek Bolczów) – Skalny Most loop from Strużnica,Intermediate,5.0,3.22,6.38,1350
Brücke am Bach nahe Sky Walk – Skywalk loop from Świeradów-Zdrój,Intermediate,5.0,2.02,4.31,625
Bar Przystań – Molo w Brzeźnie loop from opot,Intermediate,5.0,3.05,7.47,100
Leuchtturm von Sopot – Kurhaus loop from Osiedle Mickiewicza,Easy,5.0,0.9,2.12,100
Sowie Góry – Wielka Sowa/Hohe Eule (1015 m) loop from Walim,Expert,5.0,2.02,4.01,800
Nosal mountain loop from Bystre Dolne,Intermediate,5.0,1.4,1.79,750
Skalne wrota – Grzyby-bliźniaki loop from Batorów,Intermediate,5.0,2.35,5.36,425
Sokolik – Kryzna Gora/Kreuzberg loop from Łomnica,Intermediate,4.7,4.8,10.6,1125
Blick zurück… – View at Śmielec loop from Jagniątków,Intermediate,4.9,4.83,8.27,2800
Żebra  Żubra – Parkplatz am Eingang zum Weg☝️ loop from Pogorzelce,Intermediate,5.0,2.1,5.07,100
Polana Wyrobek – Polana z widokiem na tatry loop from Krościenko nad Dunajcem,Intermediate,5.0,2.43,4.48,1200
Bergstation auf 1450m – Maria Felsen loop from Jakuszyce,Intermediate,4.9,4.35,8.97,1575
Góra Parkowa (740 m) – Pomnik Nikifora loop from Krynica-Zdrój,Easy,5.0,1.45,2.98,525
Sowie Góry – Wielka Sowa/Hohe Eule (1015 m) loop from Kamionki,Expert,4.5,5.68,10.3,2400
Die Höhle – Schöner Wurzeltrail loop from Wieściszowice,Easy,4.0,0.95,1.82,450
Strand Wiselka bei Mistroy – Strand loop from Wisełka,Expert,4.7,5.37,13.0,275
Kirche/Stabkirche Wang – Świątynia Wang loop from Karpacz,Intermediate,4.7,2.62,5.44,900
Nowa Chatka Puchatka – Widok na Połoninę Caryńską loop from Brzegi Górne,Intermediate,5.0,2.27,3.33,1525
Kasprov vrch / Kasprowy Wierch – Beskid / Beskyd loop from Gawra,Intermediate,5.0,2.7,3.41,1350
Fischerboote in Mielno – Mielno Beach loop from Mielno Koszalińskie,Easy,4.8,1.82,4.45,25
Westerplatte – Westerplatte Danzig loop from Westerplatte,Easy,3.0,0.72,1.75,25
Klimczok very important – Klimczok pod Magurą loop from Salmopol,Expert,4.6,5.63,11.2,2175
Szczyt Błatnia – Schronisko PTTK na Błatniej loop from Kamienica,Intermediate,5.0,4.3,8.37,1725
"Wieża Ratuszowa – Wawel, Krakau loop from Stare Miasto",Intermediate,5.0,3.82,9.24,200
Schronisko PTTK Jagodna – Jagodna z wieżą widokową loop from Spalona,Intermediate,5.0,4.18,9.21,1025
Burg Chojnik – Stairway route loop from Osiedle Żeromskiego,Intermediate,4.8,2.13,4.28,825
Fffff – Kozia Gòrka loop from Mikuszowice Śląskie,Easy,4.8,1.85,3.46,925
Rusinowa Polana – Gęsia Szyja loop from Brzeziny,Intermediate,5.0,4.05,6.37,1700
Jezioro Pławniowice Rundweg – Strand am See loop from Pławniowice,Intermediate,5.0,2.35,5.78,75
View – Baumwipfelpfad loop from Czarny Potok,Intermediate,5.0,4.42,8.59,1775
Blick zum Giwont – Blick auf Zakopane loop from Szymaszkowa,Intermediate,5.0,3.17,6.27,1150
Hiking loop from Nowa Praga II,Easy,5.0,1.12,2.71,50
Magurka – Przełęcz Przegibek loop from Do Chrobaków,Expert,4.7,5.47,10.3,2550
Wiadukt kolejowy – Stozek Wielki loop from Polana,Expert,5.0,5.02,10.2,1850
Czantoria Tower loop from Kamieniec,Easy,3.7,0.82,1.51,425
Napis Zakopane – Skisprungschanze Zakopane loop from Zakopane,Intermediate,4.3,4.27,9.7,800
Klimczok pod Magurą – Siodło pod Klimczokiem loop from Podskole,Easy,5.0,1.47,3.32,300
PTTK Markowe Szczawiny Shelter – Przełęcz Brona loop from Przyborów,Expert,5.0,7.0,11.1,3825
Herz Jesu Kirche – Karkonoskie Tajemnice loop from Płóczki,Easy,5.0,0.87,1.88,225
Przełęcz Sosnów – Sokolica loop from Piaski,Expert,5.0,1.6,2.82,775
Rynek Wrocław – Ratusz loop from Wrocław Główny,Intermediate,5.0,2.27,5.46,150
Przełęcz Sosnów – Sokolica loop from Krościenko nad Dunajcem,Intermediate,5.0,2.18,4.25,800
St. Anne's Church – Kopernikus Denkmal loop from Śródmieście,Easy,0.0,0.95,2.27,75
Aussicht vom Smrk – Rastplatz Tafelfichte loop from Świeradów-Zdrój,Expert,4.8,6.42,12.6,2575
Klimczok pod Magurą – Klimczok very important loop from Karkoszczonka,Intermediate,5.0,3.9,6.94,2025
Molo Gdynia Orłowo – Klif Orłowski loop from opot Wyścigi,Intermediate,5.0,4.55,10.8,450
Klimczok pod Magurą – Klimczok very important loop from Dolna Stacja Kolejki,Easy,5.0,1.93,4.13,575
Aussichtsturm Magurki – Magurki uitkijktoren loop from Knurów,Intermediate,5.0,4.28,7.79,2100
Polnisches Tor / Brama Polska – Falkenberg / Sokoła Góra loop from Osiedle Podgórna,Intermediate,5.0,3.53,8.38,350
Prosto na Wysoki Kamień – Kopalnia Kwarcu loop from Jakuszyce,Intermediate,5.0,3.62,7.48,1250
Park Cytadela – Armament Museum Poznan loop from Przepadek,Easy,4.3,1.77,4.25,125
Králický Sněžník – Schronisko Na Śniezniku PTTK loop from Międzygórze,Expert,5.0,7.22,13.7,3325
Lotnisko loop from Osiedle Aleksandrowickie,Easy,5.0,1.28,3.07,100
Warsaw Old Town – Ogród Saski / Saxon Garden loop from Warszawa Centralna,Intermediate,4.0,2.12,5.1,150
Fffff – Kozia Gòrka loop from Mikuszowice Śląskie,Easy,5.0,1.88,3.57,900
Wały Chrobrego (Hakenterrasse) – Head Post Office Building loop from Osiedle Grunwaldzkie,Intermediate,4.8,2.58,6.17,225
Kładki nad bagnami – Rezerwat Cyganka loop from Truskaw,Intermediate,4.7,2.0,4.84,100
Góra Żar – Kiczera • Widok na górę Żar loop from Międzybrodzie Żywieckie,Intermediate,5.0,2.9,5.21,1450
Wilder Wasserfall – Kleiner Staudamm in Karpacz loop from Karpacz Górny,Intermediate,4.9,3.05,6.46,975
Es ist wirklich türkis 😳 – Aussichtspunkt Piaskowa Góra loop from Międzyzdroje,Intermediate,4.5,4.75,11.3,450
Lagower Fließ / Łagowa – Polnisches Tor / Brama Polska loop from Łagów,Expert,5.0,2.35,5.59,150
Neue Schlesische Baude – Bergstation auf 1450m loop from Szklarska Poręba Górna,Expert,4.4,5.05,9.76,2375
Steg nach Misdroy – endloser Strand loop from Międzyzdroje,Intermediate,4.3,2.4,5.92,50
Schronisko na Hali Boraczej loop from Żabnica,Intermediate,5.0,1.9,3.68,875
Wodospad Spadowiec – Siklawica waterfall loop from Za Cieszynianką,Intermediate,4.7,4.75,8.31,1650
Rezerwat Żurawiowe – Polana paproci loop from Roztoka,Intermediate,4.8,4.17,10.2,150
Leuchtturm von Sopot – Kurhaus loop from Karlikowo,Easy,0.0,1.23,3.02,50
Schronisko Orlica – Sokolica loop from Padołek,Easy,5.0,1.88,3.42,825
Rezerwat Biała Woda – Przełęcz Obidza loop from Jaworki,Expert,5.0,5.15,10.8,1625
Kleiner Staudamm in Karpacz – Wilder Wasserfall loop from Karpacz Górny,Easy,4.8,1.85,3.88,625
Zamek Ryn jezioro Ołów loop from Ryn,Easy,5.0,1.23,3.0,50
Opat gate – Sandomierz castle loop from Grodzisko,Easy,5.0,1.67,3.84,275
Gubalowka – Aussichtspunkt loop from Zakopane,Intermediate,5.0,2.08,3.78,1025
Schronisko Na Śniezniku PTTK – Czarna Góra loop from Sienna,Expert,5.0,7.25,14.1,3050
Mogilny Mostek – Muzeum w Palmirach loop from Osiedle Równoległa,Intermediate,5.0,4.52,11.0,200
Julia Hartwig – Wieża i punkt widokowy loop from Wieniawa,Easy,4.8,1.92,4.59,125
Start Bledne Skaly Felsentour – Błędne Skały loop from Kudowa-Zdrój,Intermediate,5.0,4.9,9.99,1750
Mogielica Aussichtsturm – Mogielica (1170m npm) loop from Jurków,Expert,5.0,5.2,9.71,2425
Klimczok very important – Klimczok pod Magurą loop from Kamienica,Expert,5.0,6.3,12.4,2625
Zakopane Rynek – Gubalowka loop from Zakopane,Easy,4.5,0.97,2.22,125
Wildbach – Kopieniec Wielki loop from Parcele Urzędnicze,Intermediate,5.0,4.92,8.82,1875
Mountain Park Równica – Rownica peak loop from Ustroń Polana,Intermediate,5.0,4.1,7.99,1725
Szczyt Błatnia – Schronisko PTTK na Błatniej loop from Dębowiec,Expert,5.0,6.78,13.0,3025
Przełęcz Obidza – Rezerwat Biała Woda loop from Zamakowisko,Expert,5.0,5.82,11.8,2225
Jezioro Długie – Most nad Jeziorem Długim loop from Olsztyn,Easy,5.0,1.28,3.12,75
Bar Przystań loop from opot,Intermediate,5.0,2.27,5.54,75
Molo Gdynia Orłowo – Klif Orłowski loop from Orłowo,Easy,5.0,1.0,2.28,175
Ratusz – Rynek Wrocław loop from Wrocław Główny,Intermediate,5.0,2.0,4.8,150
Czarny Staw Gasienicowy – Blick auf die Tatra loop from Murowaniec,Expert,3.0,1.25,2.05,400
Andrzejówka – Na granicy/On the border loop from Rybnica Leśna,Intermediate,5.0,2.33,4.78,800
Kirowa Woda Bridge – Kapliczka - Dolina Kościeliska loop from Strążyska,Intermediate,3.0,1.33,3.06,200
Hiking loop from Orunia Górna,Easy,4.0,1.82,4.32,150
Townhall Tower – Kopernikus Statue loop from Toruń Główny,Intermediate,5.0,2.83,6.83,175
Wejscie do lisiego jaru – Wawoz loop from Rozewie,Easy,5.0,1.57,3.73,125
Blick in die Schlucht – Wodospad Kamieńczyka loop from Osiedle Gminne,Intermediate,4.8,2.22,4.78,625
Stairway route – Burg Chojnik loop from Przesieka,Intermediate,5.0,3.85,8.04,1275
Schronisko pod Turbaczem – Turbacz 1310m above see level loop from Kowaniec,Expert,4.8,7.4,14.6,3025
Widok – Punkt widokowy loop from Międzybrodzie Bialskie,Intermediate,5.0,4.6,8.6,2025
Rynek Wrocław – Ratusz loop from Wrocław Mikołajów,Intermediate,4.5,3.1,7.5,200
Rezerwat Ptasi Raj loop from Górki Wschodnie,Easy,5.0,1.9,4.71,25
Morskie Oko – Ausblick über Morskie Oko loop from Roztoka,Expert,5.0,2.22,3.97,550
Góra Żar – Kiczera • Widok na górę Żar loop from Porąbka,Intermediate,5.0,4.13,7.69,1750
Wetlina – Jawornik loop from Wetlina,Expert,5.0,5.52,10.4,2400
Schronisko Orlica – Kolejka na Palenicę loop from Zabaniszcze,Intermediate,5.0,3.62,7.95,825
Staaken auf der Krutina – Verwunschener See im Moor loop from Krutyń,Easy,4.9,0.93,2.26,50
Leuchtturm von Sopot – Kurhaus loop from opot Kamienny Potok,Easy,5.0,1.67,3.99,125
Schronisko Orlica – Przełom Dunajca loop from zczawnica,Intermediate,5.0,2.03,4.73,275
"Zamek dolny – Zamek górny ""Baszta"" loop from Kazimierz Dolny",Intermediate,4.6,3.03,7.05,425
